RICE HARVEST PRICE ,PADDY HARVEST PRICE ,WHEAT HARVEST PRICE ,SORGHUM HARVEST PRICE ,PEARL MILLET HARVEST PRICE ,MAIZE HARVEST PRICE,FINGER MILLET HARVEST PRICE ,BARLEY HARVEST PRICE ,CHICKPEA HARVEST PRICE ,PIGEONPEA HARVEST PRICE ,GROUNDNUT HARVEST PRICE ,SEASMUM HARVEST PRICE ,RAPE AND MUSTARD HARVEST PRICE ,CASTOR HARVEST PRICE ,SUGARCANE GUR HARVEST PRICE ,COTTON KAPAS HARVEST PRICE 
2180,-1,1081,670,820,700,-1,781,2398,3550,-1,3000,2271,-1,3200,3250
3050,-1,1130,790,875,910,-1,950,2400,3550,-1,-1,2450,-1,2400,3185
2075,-1,1200,-1,770,-1,-1,1100,-1,-1,-1,6250,2550,-1,2150,5025
-1,1250,1150,-1,1250,-1,-1,1000,-1,-1,-1,4600,2580,-1,-1,5475
2450,-1,1450,-1,1250,-1,-1,1350,-1,-1,-1,3700,3370,-1,3250,-1
2800,-1,1450,-1,1250,-1,-1,1150,-1,-1,-1,8000,3150,-1,-1,-1
2800,-1,1450,-1,1300,-1,-1,1200,-1,-1,-1,8200,3200,-1,-1,-1
2800,-1,-1,-1,1300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2800,-1,1625,-1,1300,-1,-1,-1,-1,-1,-1,8500,-1,-1,-1,5500
-1,102,106,67,70,80,-1,83,97,-1,-1,210,174.9,-1,100,225
-1,123,90,72,85,90,-1,60,75,-1,-1,200,155,-1,225,225
-1,123,90,80,75,80,-1,60,105,-1,-1,200,160,-1,225,300
-1,101,85,65,60,65,-1,53,83,-1,-1,225,168,-1,75,150
-1,114,76,50,51,50,-1,48,76.5,-1,-1,250,-1,-1,75,210
-1,-1,85,56,56,56,-1,70,92,-1,-1,250,140,-1,90,220
-1,-1,105,150,100,100,-1,110,150,-1,-1,400,250,-1,300,-1
-1,-1,130,160,96,100,-1,125,200,-1,-1,400,310,-1,300,-1
-1,-1,130,150,150,-1,-1,85,185,-1,-1,500,200,-1,-1,-1
-1,-1,105,100,70,-1,-1,70,110,-1,-1,500,-1,-1,-1,-1
-1,-1,110,100,85,100,-1,90,140,-1,-1,400,400,-1,-1,-1
-1,-1,125,120,100,120,-1,100,210,-1,-1,400,250,-1,-1,-1
-1,-1,130,120,120,120,-1,110,350,-1,-1,600,350,-1,-1,-1
-1,-1,145,132,110,127,-1,125,375,-1,425,600,400,-1,-1,-1
-1,-1,150,150,125,130,-1,130,260,-1,400,600,475,-1,-1,350
-1,-1,180,150,150,130,-1,110,235,-1,400,-1,450,-1,300,350
-1,-1,165,150,150,150,-1,150,235,-1,500,-1,450,-1,-1,350
-1,-1,170,150,125,150,-1,160,425,-1,500,600,500,-1,300,350
-1,-1,180,150,130,150,-1,170,500,-1,600,600,400,-1,300,350
-1,-1,180,150,200,150,-1,140,380,-1,600,650,500,-1,300,400
-1,400,200,200,200,200,-1,200,450,-1,1000,800,900,-1,320,400
-1,450,220,450,225,230,-1,225,580,-1,1200,800,695,510,300,500
-1,450,225,230,230,-1,-1,220,560,-1,1600,850,650,510,450,550
-1,500,230,230,240,230,-1,240,750,-1,1800,900,950,-1,450,500
-1,550,290,300,250,230,-1,330,750,-1,2000,950,1000,-1,450,500
-1,600,300,320,290,230,-1,330,750,-1,2000,950,1000,-1,450,550
800,800,330,375,300,300,-1,262,909,-1,2200,1100,950,-1,500,800
855,855,385,395,320,355,-1,460,1170,-1,2260,1280,1060,-1,875,870
870,870,395,410,340,365,-1,470,750,-1,2280,1300,1100,-1,-1,-1
900,900,420,430,350,380,-1,480,830,-1,2300,1320,1130,-1,800,-1
-1,920,480,430,400,400,-1,530,1130,-1,2350,1350,1150,-1,850,-1
1200,-1,550,450,450,450,-1,550,1350,-1,2400,1800,2000,-1,850,1040
-1,-1,-1,-1,425,-1,-1,470,1250,-1,-1,-1,1200,-1,800,-1
-1,-1,650,475,500,600,-1,650,1500,-1,-1,-1,1500,-1,-1,-1
-1,-1,610,-1,320,-1,-1,450,2100,-1,-1,-1,1500,-1,-1,-1
-1,-1,620,500,600,-1,-1,500,1800,-1,1400,-1,1250,-1,-1,-1
-1,-1,630,500,500,600,-1,500,1800,1950,2000,-1,1350,-1,1200,-1
-1,-1,630,500,500,600,-1,500,1800,2000,2000,-1,1350,-1,1250,-1
-1,1400,630,500,500,600,-1,500,1800,-1,2000,-1,1350,-1,-1,1600
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,700,-1,-1,795,2400,-1,2000,-1,1850,-1,-1,2550
1700,-1,1100,-1,725,-1,-1,1050,2000,-1,2400,-1,2500,-1,1800,2800
1800,-1,1100,850,1000,850,-1,1050,2200,3300,-1,2962,2700,-1,2984,3000
2100,-1,1100,850,850,850,-1,1100,2250,3300,-1,-1,2510,-1,2700,3023
-1,-1,1150,-1,750,-1,-1,1050,2400,-1,4200,-1,2450,-1,-1,-1
-1,-1,1250,-1,1300,-1,-1,1000,2450,-1,4250,-1,2700,-1,-1,5550
-1,2350,1285,-1,1250,-1,-1,1300,3250,-1,4550,3500,3370,-1,-1,-1
-1,-1,1400,-1,1350,-1,-1,1150,2800,2150,4100,8500,3300,-1,-1,-1
-1,-1,1440,-1,1350,-1,-1,-1,3150,-1,4150,8600,3300,-1,-1,-1
-1,-1,-1,-1,1350,-1,-1,-1,-1,-1,4200,-1,-1,-1,-1,-1
-1,-1,1625,-1,1350,-1,-1,1325,5000,-1,4450,9000,-1,-1,-1,6200
-1,45,105,90,90,100,-1,90,105,-1,105,250,140,-1,210,150.6
-1,46,70,65,70,95,-1,65,70,-1,72,225,120,65,250,140
-1,60,90,75,60,75,-1,75,100,-1,125,230,130,70,125,145
-1,60,97,73,67,83,-1,63,97,-1,128,235,143,73,85,200
-1,62,83,75,67.5,55,-1,85.5,85,-1,140,210,142.5,-1,90,187.5
-1,57.5,85.5,57.5,67.5,77.5,-1,57.5,85,-1,97.5,235,165,77.5,212.5,152.5
-1,62.5,150,72.5,82.5,70,-1,72.5,115,-1,212.5,310,122.5,107.5,350,162.5
-1,85,120,113,100,88,-1,118,185,-1,248,330,225,313,225,212.5
-1,75,112.5,112.5,112.5,117.5,-1,97.5,185,-1,210,215,225,-1,175,213
-1,47.4,105,60,70,75,-1,55,95,-1,175,200,150,-1,175,160
-1,75,110,106,75,85,-1,80,120,-1,205,200,185,-1,210,30
-1,80,110,80,80,90,-1,80,150,-1,190,350,220,-1,100,360
-1,90,115,80,80,95,-1,85,200,-1,190,300,220,-1,95,300
-1,76,120,100,110,115,-1,80,225,-1,250,400,400,-1,125,350
-1,115,130,15,120,105,-1,90,250,-1,300,500,450,-1,300,350
-1,130,145,135,125,115,-1,100,350,-1,300,495,420,-1,300,350
-1,142,150,140,130,150,-1,120,375,-1,-1,525,430,-1,200,400
-1,150,150,140,130,140,-1,120,350,-1,400,600,450,-1,200,500
-1,154,157,211,125,160,-1,130,450,-1,500,590,500,-1,250,500
-1,160,160,225,150,160,-1,135,340,-1,500,600,500,-1,350,400
-1,200,165,200,190,250,-1,200,350,-1,600,800,700,-1,350,450
-1,165,165,200,180,200,-1,155,450,-1,600,900,700,650,325,600
-1,180,200,160,150,220,-1,160,500,-1,635,975,600,575,320,650
-1,220,215,160,170,200,-1,200,850,-1,800,1000,900,-1,450,700
-1,240,243,288,260,300,-1,245,750,-1,1100,965,985,-1,600,801
-1,250,350,-1,200,425,-1,276,880,-1,850,1000,1100,-1,480,792
625,-1,335,287,325,350,-1,250,775,-1,1350,1100,875,-1,-1,1500
625,-1,373,300,375,375,-1,275,800,-1,1400,1100,925,-1,700,1750
560,-1,408,350,375,375,-1,312,1300,-1,1300,1200,900,-1,750,-1
700,-1,-1,-1,300,496,-1,312,1400,-1,1400,2000,955,-1,750,-1
700,-1,450,-1,475,460,-1,-1,1400,-1,2000,2100,975,-1,750,-1
1000,-1,575,543,450,500,-1,500,1800,-1,2000,2500,950,-1,900,2200
-1,-1,550,-1,-1,550,-1,470,-1,-1,-1,-1,1250,-1,1075,-1
-1,525,590,340,350,500,-1,400,1200,-1,-1,-1,950,-1,1000,-1
-1,-1,575,-1,-1,510,-1,-1,-1,-1,-1,-1,-1,-1,1000,-1
-1,-1,575,492,295,510,-1,335,2240,1000,-1,-1,1037,-1,1000,-1
-1,-1,640,375,500,525,-1,375,2100,2200,2100,1900,2500,-1,1200,-1
-1,-1,640,515,515,530,-1,540,1425,1460,1500,1500,1700,-1,1304,-1
-1,-1,640,515,515,525,-1,540,1425,-1,1500,1500,1700,-1,1450,1875
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
800,-1,-1,-1,671,875,-1,-1,-1,-1,-1,-1,1750,-1,1250,2465
1375,-1,1100,-1,650,740,-1,-1,-1,-1,-1,-1,2100,-1,1675,2548
2500,-1,1200,-1,2331,1000,-1,960,2858,4800,-1,2962,2200,-1,3100,2738
3000,-1,1325,1010,743,1200,-1,875,3000,3175,-1,-1,2550,-1,2000,2920
-1,-1,1200,-1,-1,1350,-1,-1,-1,-1,4250,-1,2700,-1,2150,-1
-1,-1,1150,-1,1900,-1,-1,-1,-1,-1,4250,-1,2600,-1,-1,-1
-1,-1,1380,-1,1250,1400,-1,-1,-1,-1,-1,-1,3500,-1,3200,-1
-1,-1,1400,-1,-1,-1,-1,-1,-1,-1,-1,-1,3400,-1,-1,-1
-1,-1,1450,-1,1350,1600,-1,-1,-1,-1,-1,-1,3500,-1,-1,-1
-1,-1,-1,-1,1350,1600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3250,-1,1625,-1,-1,1800,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1
-1,57.8,94,84.7,78.6,72.3,-1,89.5,109.2,-1,130,190,162.6,-1,113.5,115.5
-1,65.5,74.2,57.2,57.2,59,-1,50.3,65.2,-1,111.7,160.1,122.6,-1,180.4,110.2
-1,58,85,68,68,66.5,-1,55,88.2,-1,117.2,162.2,154.5,-1,85,125
-1,56,79,56.3,68.4,65.5,-1,58.2,95.1,-1,137.6,186,153,-1,57.2,140
-1,60,76,54,57,56,-1,47,80,-1,139,174,131,-1,79,154
-1,61.6,77.3,62.2,66.1,64.4,-1,58.6,87.9,-1,127.2,211.9,169.8,-1,102.3,160
-1,74,78.7,73.5,83,76.5,-1,105,155,-1,120.5,201,207.9,-1,155,174.5
-1,75.7,105,123.7,112.5,95.8,-1,114.5,193.8,-1,278.5,352.5,351,-1,175,249
-1,76,105,124.4,165,155.4,-1,95.3,192.3,-1,211.7,319.7,244.3,-1,148.8,264.7
-1,77,108,60,71,81,-1,61,123,-1,193,202,220,-1,105,202
-1,75,110,101,101,75,-1,75,153,-1,400,400,500,-1,115,500
-1,86,112,100,120,120,-1,80,180,-1,300,425,400,-1,90,315
-1,84,115,80,90,120,-1,80,160,-1,325,430,400,-1,120,350
-1,100,115,100,90,140,-1,100,250,-1,450,430,375,-1,240,350
-1,115,130,85,85,120,-1,90,360,-1,350,500,340,-1,150,400
-1,80,142,140,145,165,-1,125,285,-1,375,518,390,-1,210,335
-1,119,151,110,160,180,-1,120,220,-1,375,375,400,-1,150,365
-1,132,151,150,125,150,-1,125,300,-1,600,650,600,-1,300,500
-1,135,157,150,152,150,-1,160,450,-1,600,650,450,-1,300,600
-1,157,162,157,155,160,-1,160,450,-1,600,650,650,-1,300,600
-1,162,166,165,165,165,-1,165,470,-1,620,700,700,-1,-1,730
-1,175,173,200,175,175,-1,175,500,-1,725,1000,735,725,320,775
-1,183,183,200,175,185,-1,175,580,-1,725,800,500,525,320,775
-1,185,215,200,210,250,-1,200,850,-1,850,900,750,-1,400,600
-1,-1,230,225,225,260,-1,210,900,-1,900,950,800,-1,400,650
-1,760,210,320,225,325,-1,190,780,-1,-1,770,600,-1,450,685
850,-1,330,450,350,500,-1,280,900,-1,1200,1100,900,-1,1200,900
-1,250,350,400,350,250,-1,300,900,-1,-1,750,500,-1,875,800
-1,275,375,400,350,275,-1,300,600,-1,1300,800,575,-1,900,-1
-1,3501,380,400,400,450,-1,350,850,-1,1300,850,1000,-1,900,-1
-1,480,480,500,450,400,-1,420,1250,-1,2000,2100,950,-1,900,-1
-1,440,515,550,400,610,-1,405,1100,-1,1800,1600,1000,-1,900,1900
-1,-1,550,-1,-1,800,-1,400,1300,-1,-1,-1,1200,-1,1200,-1
-1,525,580,1000,600,700,-1,600,1800,-1,-1,-1,-1,-1,1000,-1
-1,525,580,-1,600,700,-1,-1,1800,-1,-1,-1,1000,-1,1000,-1
-1,-1,550,-1,600,700,-1,600,1800,1000,-1,-1,1000,-1,1000,-1
-1,-1,620,-1,620,750,-1,620,2000,1700,-1,1800,1500,-1,1000,-1
-1,-1,660,-1,590,640,-1,650,2100,1730,-1,-1,1710,-1,1200,-1
-1,700,780,-1,700,-1,-1,650,2100,-1,-1,-1,2000,-1,2000,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1800,-1,-1,-1,600,-1,-1,-1,-1,-1,-1,2600,1700,-1,1200,2465
1500,-1,1000,-1,650,900,-1,-1,-1,-1,-1,-1,2100,-1,1800,2548
1500,-1,1150,-1,800,750,-1,910,2150,4750,-1,2962,2200,-1,2870,2738
1950,-1,1150,1010,1050,800,-1,924,2186,4000,-1,4000,2150,-1,2100,2920
2150,-1,1150,-1,850,-1,-1,-1,-1,-1,4350,6000,2600,-1,2050,-1
1350,-1,1250,-1,900,-1,-1,-1,-1,-1,-1,4400,2650,-1,-1,-1
2350,-1,1350,-1,1200,-1,-1,-1,-1,-1,-1,3350,3440,-1,3300,-1
2925,-1,1400,-1,1585,-1,-1,-1,-1,3000,-1,5500,3400,-1,-1,-1
3300,-1,1450,-1,1650,-1,-1,-1,-1,-1,-1,7500,3300,-1,-1,-1
-1,1700,-1,-1,1250,-1,-1,-1,-1,-1,4200,-1,-1,-1,-1,-1
-1,1700,1625,-1,-1,-1,-1,-1,-1,-1,-1,5500,-1,-1,-1,-1
-1,61,102,67,86,82,-1,92,100,-1,-1,150,173,-1,150,111
-1,48,90,85,70,65,-1,50,90,-1,85,110,152,-1,250,110
-1,60,80,65,75,70,-1,65,100,-1,100,175,-1,-1,110,140
-1,60,90,65,75,75,-1,60,90,-1,100,175,135,-1,60,210
-1,62,85,45,56,65,-1,46,93,-1,150,300,190,-1,125,170
-1,52,100,75,75,80,-1,70,110,-1,145,250,175,-1,140,100
-1,78,86,78,122,83,-1,112,170,-1,300,250,245,-1,175,120
-1,90,140,165,135,102,-1,140,215,-1,210,350,285,-1,140,225
-1,130,140,135,170,150,-1,100,190,-1,250,225,170,-1,140,280
-1,75,110,70,70,80,-1,60,100,-1,200,250,215,-1,130,170
-1,75,110,90,90,80,-1,90,140,-1,250,250,375,-1,130,290
-1,75,110,95,90,80,-1,85,150,-1,250,250,300,-1,80,375
-1,80,125,80,85,125,-1,75,165,-1,250,500,290,-1,95,250
-1,95,130,105,125,120,-1,110,240,-1,250,250,400,-1,250,240
-1,113.2,131.4,107.3,116,127.5,-1,105,350,-1,350,540,425,-1,200,400
-1,116.4,152.7,117.6,131.8,151.5,-1,100,270,-1,350,600,350,-1,200,420
-1,125,160,110,120,150,-1,130,250,-1,600,650,450,-1,200,450
-1,145,180,125,150,150,-1,130,300,-1,600,500,500,-1,250,600
-1,140,180,200,180,140,-1,140,500,-1,600,600,450,-1,300,425
-1,147,180,200,180,163,-1,160,350,-1,600,650,450,-1,350,450
-1,208,189,216,205,207,-1,200,414,-1,-1,810,865,-1,347,678
-1,350,173,200,200,190,-1,190,550,-1,-1,800,700,750,350,550
-1,350,183,200,150,180,-1,180,500,-1,750,800,600,700,300,600
-1,350,215,200,175,200,-1,180,650,-1,800,1000,750,-1,350,750
-1,390,225,300,200,250,-1,220,650,-1,1100,1200,900,-1,400,950
-1,600,350,250,350,350,-1,250,650,-1,-1,-1,1000,-1,600,788
900,-1,350,350,285,400,-1,240,950,-1,-1,2200,900,-1,-1,950
1000,-1,390,400,380,500,-1,370,1000,-1,1800,2300,1000,-1,700,1000
1000,-1,400,450,350,500,-1,380,900,-1,1800,2400,1200,-1,1200,-1
1100,-1,500,450,400,550,-1,400,1050,-1,1800,2400,1200,-1,1200,-1
-1,1250,525,450,425,550,-1,450,1200,-1,2000,2500,1200,-1,1100,-1
1250,-1,525,450,450,550,-1,450,1300,-1,1775,3000,1550,-1,1150,2500
-1,-1,550,390,475,-1,-1,500,1250,-1,-1,-1,1350,-1,1210,-1
-1,650,600,400,400,550,-1,500,1800,-1,-1,-1,1350,-1,1150,-1
-1,650,600,550,400,-1,-1,500,1800,-1,-1,3000,1400,-1,1000,-1
-1,-1,610,450,450,-1,-1,550,1800,1750,-1,-1,1550,-1,1150,-1
-1,-1,630,560,425,600,-1,500,1800,1750,2000,3000,1600,-1,1200,-1
-1,-1,630,560,450,700,-1,550,1600,1800,2000,2200,1650,-1,1150,-1
-1,1100,640,700,510,-1,-1,450,1500,-1,-1,2500,1600,-1,1200,2900
-1,-1,700,700,530,-1,-1,575,2100,1500,-1,-1,1800,-1,1250,1825
1800,-1,900,650,600,-1,-1,810,2350,-1,-1,2500,1750,-1,1300,2600
1660,-1,1000,730,630,-1,-1,580,2300,-1,-1,-1,1890,-1,1630,2900
1680,-1,1020,710,635,915,-1,585,2350,2100,-1,2962,1950,-1,3100,3400
1700,-1,1200,850,760,950,-1,850,2350,2200,-1,-1,2250,-1,2400,3330
1850,-1,1150,1150,890,1250,-1,1050,2450,-1,-1,6000,2500,-1,2150,4600
1650,-1,1175,1150,1300,-1,-1,900,2550,-1,-1,4500,2575,-1,-1,5600
2610,-1,1350,780,1250,1250,-1,1250,3300,-1,-1,3550,3400,-1,3350,-1
2850,-1,1400,1120,1350,1600,-1,1120,3000,3000,-1,7500,3100,-1,-1,-1
3000,-1,1450,1200,1350,-1,-1,1200,3000,-1,-1,8000,3300,-1,-1,-1
3000,-1,-1,3000,1350,1600,-1,-1,-1,-1,4200,-1,-1,-1,-1,-1
3000,-1,1625,3300,1350,1800,-1,1350,-1,-1,4400,8500,-1,-1,-1,6200
-1,72.9,122.3,-1,82.3,70,-1,-1,115.7,-1,128.2,-1,-1,-1,78.6,120.8
-1,76.7,84.2,-1,86.5,90.2,-1,-1,90.9,-1,96.4,-1,-1,-1,167.6,114
-1,65,82.6,-1,62,64.2,-1,-1,83.5,-1,97,-1,-1,-1,116.7,127.3
-1,63.3,91.3,-1,63.9,57.5,-1,-1,95.3,-1,128.3,-1,-1,-1,64.9,122.3
-1,66.3,81.5,-1,56.6,50.1,-1,49.8,82.4,-1,141.3,-1,-1,-1,72.7,149.6
-1,53.3,76.9,-1,55.6,52.5,-1,-1,94.6,-1,-1,-1,-1,-1,94.1,164
-1,72.2,-1,-1,84.4,72.8,-1,-1,-1,-1,152.5,-1,-1,-1,123.3,149.2
-1,79.9,138,-1,99,-1,-1,-1,200,-1,-1,-1,-1,-1,124.1,218.8
-1,97.8,143.8,-1,163.7,170.6,-1,-1,-1,-1,253.3,-1,-1,-1,129.7,268.3
-1,81.5,105,-1,78.7,70.8,-1,-1,143.2,-1,163.4,-1,-1,-1,93.8,177.2
-1,79,115.9,-1,78.9,68.3,-1,-1,140,-1,236.2,-1,-1,-1,106.1,263.2
-1,81.8,111.3,-1,94.2,93.5,-1,-1,195,-1,232.4,-1,-1,-1,85,328.1
-1,88.4,-1,-1,119.1,119.3,-1,-1,-1,-1,224.3,-1,-1,-1,55.7,348.2
-1,93.4,116.4,-1,-1,113.2,-1,-1,253.1,-1,250.4,-1,-1,-1,124.7,267.1
-1,99.5,130.1,-1,114.4,119.3,-1,-1,356.3,-1,308.2,-1,-1,-1,196.5,329.7
-1,-1,154.9,-1,-1,129,103.9,-1,309.4,-1,-1,-1,-1,-1,-1,406.3
-1,143.6,190.8,-1,-1,144.5,126.9,-1,264.3,-1,376.3,592,-1,-1,128.2,492.6
-1,146.2,-1,-1,137.3,147.9,-1,-1,-1,-1,506.9,660.3,-1,-1,-1,466.8
-1,138.1,158.3,-1,135.8,128,-1,-1,448.9,-1,531.4,761.7,-1,-1,210.3,593.9
-1,136.3,169.9,-1,143.8,147.6,142,-1,458,321,523.1,-1,-1,-1,273.8,527.9
-1,161.3,165.3,-1,155.3,161.3,-1,-1,385.5,-1,617.6,-1,-1,-1,242,507.7
-1,176.4,-1,-1,180.6,195.6,200,-1,-1,-1,802.8,1079.1,-1,-1,269.7,648.7
-1,197.1,-1,-1,218.5,234.1,-1,-1,-1,-1,703.7,-1,-1,-1,252.5,763.3
-1,-1,-1,-1,-1,-1,227,-1,-1,-1,-1,-1,-1,-1,-1,660
-1,-1,238,-1,-1,-1,-1,-1,795,-1,-1,-1,-1,-1,-1,-1
-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,326,358,303,318,-1,-1,303,929,1141,1388,-1,1022,-1,688,-1
-1,344,375,321,334,-1,-1,311,947,1492,1393,-1,1052,-1,586,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,486,519,-1,-1,521,-1,-1,-1,-1,1301,2771,-1,-1,70,1812
-1,486,577,-1,-1,587,-1,-1,-1,-1,2838,3578,-1,-1,766,3779
-1,511,607,-1,-1,608,-1,-1,-1,-1,2113,2917,-1,-1,848,3226
803,-1,599,-1,470,-1,-1,534,1290,1364,1517,-1,1139,-1,837,5668
774,-1,601,-1,415,-1,-1,483,1380,1178,1472,-1,973,-1,917,6135
772,-1,-1,-1,341,-1,-1,-1,-1,-1,1513,-1,-1,-1,-1,-1
769,-1,-1,-1,428,-1,-1,664,-1,-1,2700,-1,-1,-1,-1,-1
785,-1,621,-1,-1,491,-1,-1,-1,-1,1268,-1,-1,-1,1009,-1
-1,706,998,-1,-1,662,-1,-1,-1,-1,2088,-1,-1,-1,1239,-1
-1,869,-1,-1,-1,103,-1,-1,-1,-1,2091,-1,-1,-1,1343,-1
-1,1053,-1,-1,-1,849,-1,1034,-1,-1,3050,-1,-1,-1,-1,-1
-1,1228,-1,-1,-1,983,-1,894,-1,-1,4388,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,114.8,-1,-1,72.5,-1,-1,117,-1,-1,-1,-1,-1,86.5,122.4
-1,-1,92.6,-1,-1,86.1,-1,-1,93.7,-1,-1,-1,-1,-1,165.2,124.9
-1,-1,80.5,-1,-1,64.9,-1,-1,87.7,-1,-1,-1,-1,-1,119.6,127.1
-1,-1,96.7,-1,-1,60.1,-1,-1,96.7,-1,-1,-1,-1,-1,-1,129.3
-1,-1,79.5,-1,-1,52.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,152.5
-1,-1,75.9,-1,-1,48.6,-1,-1,92.9,-1,-1,-1,-1,-1,73.8,182.2
-1,-1,89.2,-1,-1,68,-1,-1,131.5,-1,-1,-1,-1,-1,112.9,166.6
-1,-1,146.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113.2,256.2
-1,-1,143.8,-1,-1,171,-1,-1,193.3,-1,-1,-1,-1,-1,134.2,310.9
-1,-1,105.1,-1,-1,66.7,-1,-1,139,-1,-1,-1,-1,-1,97.3,199.7
-1,-1,122.1,-1,-1,67.4,-1,-1,136.4,-1,-1,-1,-1,-1,112.9,281.1
-1,-1,122.5,-1,-1,104.2,-1,-1,187.1,-1,-1,-1,-1,-1,93.6,343.1
-1,-1,119.1,-1,-1,111.5,-1,-1,190.5,-1,-1,-1,-1,-1,64.7,410.9
-1,-1,118.9,-1,-1,111.4,-1,-1,229.2,-1,-1,-1,-1,-1,177,288.6
-1,-1,131.5,-1,-1,113.5,-1,-1,340.2,-1,-1,-1,-1,-1,227,338.2
-1,128.5,176.1,-1,-1,134.2,-1,-1,291,-1,-1,-1,-1,-1,197.2,467.3
-1,134.6,174.9,-1,-1,148.6,-1,-1,251.4,-1,-1,-1,-1,-1,155.7,490.5
-1,-1,151,-1,-1,-1,-1,-1,346.9,-1,-1,-1,-1,-1,-1,-1
-1,137.1,-1,-1,-1,137,-1,-1,489.2,-1,-1,-1,-1,-1,221,712.9
-1,138,166.4,-1,-1,149.6,-1,-1,438,330.9,-1,-1,-1,-1,245,582.8
-1,160.9,167.1,-1,-1,168.1,-1,-1,374.3,-1,-1,-1,-1,-1,233.3,613.2
-1,165.4,193.9,-1,-1,188.5,-1,-1,522.4,-1,-1,-1,-1,-1,257,603
-1,195.9,212.3,-1,-1,212.1,-1,-1,707,-1,-1,-1,-1,-1,264.3,892.2
-1,187.9,212.3,-1,-1,212.1,-1,-1,707,-1,-1,-1,-1,-1,318.1,758.8
-1,-1,249,-1,-1,238,-1,-1,815,-1,-1,-1,-1,-1,411,675
-1,277,332,-1,-1,342,-1,-1,-1,-1,-1,-1,-1,-1,344,1009
-1,273,333,-1,-1,352,-1,-1,-1,-1,-1,-1,-1,-1,409,1346
-1,322,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,619,1021
-1,398,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,646,1328
-1,389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,679,2291
-1,441,569,-1,-1,545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,430,518,-1,-1,525,-1,-1,-1,-1,-1,-1,-1,-1,-1,3083
-1,522,582,-1,-1,657,-1,-1,-1,1600,-1,-1,-1,-1,766,2552
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
943,-1,723,-1,-1,728,-1,654,1521,-1,-1,-1,-1,-1,837,3828
909,-1,726,-1,-1,664,451,592,1626,-1,-1,-1,-1,-1,917,4143
907,-1,-1,-1,-1,637,391,-1,-1,-1,-1,-1,-1,-1,-1,-1
903,-1,-1,616,-1,685,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
922,-1,-1,-1,516,660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,888,649,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1339,2739
-1,1005,1081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,913,2892
-1,-1,1062,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1,-1,-1,3483
-1,1907,1094,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,5211
-1,-1,1159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1868,1283,-1,-1,-1,-1,1267,-1,-1,-1,-1,2895,-1,2782,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1236,-1,-1,-1,-1,1315,4100,-1,-1,-1,-1,-1,2800,-1
-1,-1,-1,-1,-1,-1,-1,1360,4100,-1,-1,-1,-1,-1,2851,-1
-1,-1,1595,-1,-1,-1,-1,1550,6055,-1,-1,-1,4758,-1,-1,-1
-1,-1,116.5,76.1,86.5,69.2,-1,-1,115.2,-1,-1,-1,-1,-1,81.9,125.2
-1,-1,80.2,76.4,85.9,86.7,-1,-1,84.7,-1,-1,-1,-1,-1,166.2,122.5
-1,-1,82.1,53.6,62.2,62.4,-1,-1,87.8,-1,-1,-1,-1,-1,107,128
