RICE HARVEST PRICE ,PADDY HARVEST PRICE ,WHEAT HARVEST PRICE ,SORGHUM HARVEST PRICE ,PEARL MILLET HARVEST PRICE ,MAIZE HARVEST PRICE,FINGER MILLET HARVEST PRICE ,BARLEY HARVEST PRICE ,CHICKPEA HARVEST PRICE ,PIGEONPEA HARVEST PRICE ,GROUNDNUT HARVEST PRICE ,SEASMUM HARVEST PRICE ,RAPE AND MUSTARD HARVEST PRICE ,CASTOR HARVEST PRICE ,SUGARCANE GUR HARVEST PRICE ,COTTON KAPAS HARVEST PRICE 
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,133.3,141.9,147.6,-1,-1,102.5,127.5,321.4,338.8,363.6,710.3,431.7,-1,295.6,-1
-1,122.9,146.7,112.9,-1,-1,124.5,140.8,391.5,324.2,374.8,537.5,-1,-1,343,-1
-1,-1,167.4,-1,-1,-1,-1,147.5,375.1,329.3,-1,-1,-1,-1,-1,-1
-1,135.4,170.2,136.8,-1,-1,127.2,125.7,306.7,425.5,581.9,664.8,-1,-1,319.3,-1
-1,171.4,-1,177,-1,-1,136,-1,-1,-1,622.3,992.3,-1,-1,358.7,-1
-1,162.7,241.6,178.9,-1,-1,144.3,212.2,545.4,460,507.5,773.3,-1,-1,387,-1
-1,173.2,185,159.6,-1,-1,200.1,154.8,575.4,588.3,628.8,756.9,-1,-1,561.3,-1
-1,-1,271,178,-1,-1,163,237,671,744,1031,1152,-1,-1,498,-1
-1,258,-1,227,250,-1,187,-1,-1,-1,1136,-1,1180,-1,478,-1
-1,267,303,220,-1,-1,150,252,827,828,724,-1,-1,-1,478,-1
-1,281,-1,234,297,-1,283,407,1070,944,856,1132,-1,-1,-1,-1
-1,356,-1,330,321,-1,268,-1,-1,-1,-1,1401,-1,-1,927,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,482,582,470,484,-1,-1,522,1225,1736,1390,1688,-1,-1,1086,-1
894,-1,591,576,488,-1,434,702,1225,1568,1113,2132,-1,-1,891,-1
862,-1,593,461,431,-1,385,635,1310,1354,1079,2073,-1,-1,976,-1
860,-1,-1,421,354,-1,333,-1,-1,-1,1110,2100,-1,-1,-1,-1
856,-1,-1,510,445,-1,-1,664,-1,-1,1980,2575,-1,-1,-1,-1
874,-1,-1,510,424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,906,-1,-1,-1,-1,1185,2000,1912,-1,-1,1960,-1,-1,-1
-1,616,1031,656,-1,787,-1,2444,3075,3288,3113,6287,3275,-1,-1,-1
-1,983,-1,991,-1,-1,-1,894,-1,-1,3163,6213,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,72.4,112.4,-1,-1,61,-1,84.2,111.3,-1,101.9,-1,-1,-1,91.9,-1
-1,65.2,76.4,-1,-1,74,-1,50.8,76.3,-1,87.9,-1,-1,-1,153.3,-1
-1,58.4,72.7,-1,-1,42.5,-1,49.6,64.2,-1,74.7,-1,-1,-1,90.1,-1
-1,51.8,87.9,-1,-1,47.9,-1,50.8,78.3,-1,82.3,-1,-1,-1,72.5,-1
-1,48.7,72.9,-1,-1,38.1,-1,48.7,60.1,-1,127.5,-1,-1,-1,68.4,-1
-1,51,71.4,-1,-1,55.5,-1,46.8,77.7,-1,104.9,-1,-1,-1,95.1,-1
-1,61.2,-1,-1,-1,62.2,-1,-1,-1,-1,125.1,-1,-1,-1,109.3,-1
-1,71.9,131.6,-1,-1,-1,-1,109.7,172.6,-1,182.8,-1,-1,-1,121.1,-1
-1,97.2,120.5,-1,-1,109.7,-1,97.1,148.4,-1,151.8,-1,-1,-1,120.7,-1
-1,61.8,93.1,-1,-1,65.8,-1,53.6,113,-1,139.1,-1,-1,-1,95.7,-1
-1,67,108.8,-1,-1,65.5,-1,70.1,112.4,-1,121.2,-1,-1,-1,116,-1
-1,74.8,110.4,-1,-1,83.1,-1,73,138.8,-1,196.8,-1,-1,-1,125.3,-1
-1,76.2,98.4,-1,-1,80.3,-1,64.2,151.8,-1,165.6,-1,-1,-1,109.8,-1
-1,117,118.1,-1,-1,100.1,-1,84.9,178.2,-1,156.3,-1,-1,-1,133.6,-1
-1,95.3,131.7,-1,-1,107.5,-1,94.6,261.4,-1,207.4,-1,-1,-1,207.9,-1
-1,104.8,136.3,92,106.9,107.4,-1,97.7,234.5,275.9,287.5,-1,369.4,-1,185.2,-1
-1,118.8,152.2,117,-1,129.9,-1,118.5,259.5,360.2,312.9,-1,404.6,-1,181.9,-1
-1,138.5,-1,112.7,-1,132.1,-1,-1,-1,-1,-1,-1,498.6,-1,-1,-1
-1,119.7,146.7,120.7,-1,118.4,-1,119.8,379.8,285.6,275.7,-1,468.3,-1,235.2,-1
-1,-1,156.1,127.5,-1,132.8,-1,122.9,350.3,365,224.1,-1,402.5,-1,263.2,-1
-1,153.1,-1,136.3,-1,148,-1,-1,-1,-1,481.3,-1,-1,-1,249.2,-1
-1,-1,212.5,-1,-1,-1,-1,160,456,628,-1,-1,674.3,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,167.9,209,137.5,-1,155.7,-1,182,708.3,650.8,-1,-1,719.4,-1,-1,-1
-1,199,250,195,-1,180,-1,204,700,963,582,-1,795,-1,416,-1
-1,247,-1,224,205,266,-1,-1,-1,-1,1000,728,-1,-1,383,-1
-1,-1,317,-1,-1,-1,-1,-1,737,871,-1,-1,792,-1,-1,-1
-1,-1,371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,674,-1
-1,-1,343,-1,-1,-1,-1,323,1288,1543,-1,-1,1211,-1,800,-1
-1,-1,433,-1,-1,-1,-1,341,942,1564,-1,-1,-1,-1,-1,-1
-1,385,471,446,387,465,-1,467,1302,1291,980,-1,1077,-1,-1,-1
-1,343,457,348,347,370,-1,377,1444,1575,1095,-1,975,-1,52,-1
-1,431,504,358,356,411,-1,420,1489,1752,1820,-1,1311,-1,812,-1
-1,429,541,454,481,547,-1,433,1254,1423,1625,-1,1025,-1,1079,-1
823,-1,599,755,533,621,508,634,1318,1547,978,-1,-1,-1,888,-1
794,-1,601,605,471,567,451,574,1409,1336,949,-1,951,1384,972,-1
791,-1,-1,552,387,543,-1,-1,-1,-1,975,-1,-1,-1,-1,-1
788,-1,-1,669,486,584,-1,664,-1,-1,1740,-1,-1,-1,-1,-1
805,-1,-1,669,462,516,-1,-1,-1,-1,1279,2053,-1,-1,1187,-1
-1,-1,849,-1,-1,-1,-1,657,-1,2148,-1,-1,1503,-1,-1,-1
-1,-1,983,-1,-1,144,-1,831,-1,3481,-1,-1,2941,-1,1038,-1
-1,844,921,728,-1,598,-1,902,-1,4350,3413,5950,2737,-1,-1,-1
-1,-1,990,-1,-1,869,-1,893,-1,4173,3088,8200,2125,-1,-1,-1
-1,857,1012,-1,-1,792,-1,888,-1,3988,2534,4589,2278,-1,2644,-1
-1,835,1103,-1,-1,939,-1,-1,5011,3563,2656,5369,-1,-1,2873,-1
-1,1115,1155,1029,-1,1085,-1,-1,-1,3603,2800,8099,-1,-1,2884,-1
-1,1054,1225,1101,-1,1031,-1,1316,3898,4006,4246,7454,4222,-1,2972,-1
-1,1155,-1,1199,-1,1154,-1,-1,4389,4891,4849,7112,4950,-1,3035,-1
-1,1080,1374,1180,-1,1255,-1,-1,-1,-1,3800,7450,-1,-1,2950,-1
-1,-1,1634,-1,-1,-1,-1,-1,4388,-1,-1,-1,-1,-1,-1,-1
-1,-1,110.5,68.2,75.2,-1,-1,78.5,107.5,96.2,119.1,-1,-1,-1,94,-1
-1,-1,76.6,70.5,80.3,-1,-1,52.9,76.6,80.5,87.7,-1,-1,-1,170.1,-1
-1,-1,75.8,47.2,52.2,-1,-1,51.9,71.9,75.3,85.4,-1,-1,-1,84.2,-1
-1,-1,79.5,50.7,64.3,-1,-1,54.3,74.6,83.8,103.6,-1,-1,-1,70.9,-1
-1,-1,-1,46.2,50.2,-1,-1,44.5,-1,-1,102.6,-1,-1,-1,80.2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.5,-1,-1,-1,93.7,-1
-1,-1,-1,65.1,65.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,108.1,-1
-1,-1,-1,-1,83.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.9,-1
-1,-1,-1,113.2,122.9,114.7,-1,-1,-1,-1,172.8,-1,-1,-1,119.2,-1
-1,-1,91,68.6,70.3,58.2,-1,57,105.4,-1,105.5,-1,169.1,-1,112.3,-1
-1,-1,109.9,71.4,76.4,64.4,-1,67.4,110.9,-1,104.1,-1,343.8,-1,122,-1
-1,-1,110.6,95.2,107.6,84.6,-1,802,158.7,-1,181.3,-1,274.7,-1,116.7,-1
-1,-1,-1,77.6,86.9,85.4,-1,-1,-1,-1,151,-1,-1,-1,122.4,-1
-1,-1,117.8,112.8,116,112.5,-1,91.9,182.4,-1,281.4,-1,-1,-1,140.1,-1
-1,-1,126.3,129.6,130.2,119.1,-1,99.8,281.8,-1,297.3,-1,377,-1,215.1,-1
-1,105,163.9,95.2,107,115,-1,109.6,383.6,274.6,235.3,-1,379.1,-1,189.4,-1
-1,119.8,154.8,139.5,136.1,127.7,-1,141.9,218,323.6,270.6,-1,390.8,-1,185,-1
-1,127.4,147.9,126.7,129.4,121.6,-1,115.8,268.4,361.7,377,-1,-1,-1,235.6,-1
-1,127.7,150.7,112.8,115.2,101.5,-1,131.6,341,353.3,388.3,-1,415.9,-1,240.6,-1
-1,131.4,154.8,-1,124.5,111.8,-1,138.2,354.6,363,353.9,-1,407.1,-1,301.3,-1
-1,143.8,158.1,135.6,140.5,131,-1,125.7,296.9,334.3,418.2,-1,570,-1,259.2,-1
-1,171.2,184.5,167.2,177,148.7,-1,171.6,402.1,537,531.9,-1,636.4,-1,268.8,-1
-1,163.7,184.8,148.8,157.8,173.2,426.6,157.5,453.1,500.6,491.3,-1,497.5,-1,328.8,-1
-1,172.7,195.5,140.3,145.9,155,-1,158,494,558,569.4,-1,592.5,-1,391.9,-1
-1,205,239,160,176,165,-1,230,576,748,923,-1,715,-1,353,-1
-1,273,274,258,279,269,-1,254,430,847,1058,805,-1,-1,408,-1
-1,-1,299,-1,-1,-1,-1,235,714,-1,-1,-1,800,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1024,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,340,473,-1,-1,331,-1,398,1440,1275,-1,-1,1360,-1,838,-1
-1,328,511,315,-1,365,-1,410,1328,1536,1400,-1,1216,-1,950,-1
-1,457,559,450,396,473,-1,487,1348,1421,1723,-1,1054,-1,870,-1
897,-1,583,510,451,480,-1,606,1102,1465,1378,-1,1032,-1,913,-1
865,-1,585,408,398,438,-1,549,1179,1265,1336,-1,882,-1,1000,-1
862,-1,-1,373,327,420,-1,-1,-1,-1,1374,-1,-1,-1,-1,-1
859,-1,-1,451,411,451,-1,664,-1,-1,2452,-1,-1,-1,-1,-1
877,-1,628,-1,391,441,-1,-1,1489,1696,1895,1905,1442,-1,921,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,799,-1,686,-1,-1,-1,1034,-1,-1,2393,4758,-1,-1,-1,-1
-1,-1,995,828,-1,890,-1,888,2630,4051,-1,-1,2108,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,851,1028,-1,-1,856,-1,-1,2842,5083,3023,-1,3259,-1,2728,-1
-1,851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1059,-1,-1,-1,1024,-1,-1,-1,-1,3890,-1,-1,-1,2828,-1
-1,1197,-1,-1,-1,1166,-1,-1,-1,-1,4372,-1,-1,-1,2988,-1
-1,1280,1184,1255,-1,1152,-1,-1,-1,-1,-1,7200,-1,-1,2800,-1
-1,1200,1680,-1,-1,1241,-1,-1,-1,-1,-1,5103,4950,-1,2968,-1
-1,66.5,111.6,-1,-1,58.2,-1,-1,103.2,-1,-1,-1,162.9,-1,93.4,-1
-1,65.5,82.6,-1,-1,73.4,-1,-1,80.6,-1,-1,-1,116.6,-1,161.8,-1
-1,45.5,73.5,-1,-1,45.2,-1,-1,66.1,-1,-1,-1,125.4,-1,88.9,-1
-1,52,94.3,-1,-1,51,-1,-1,88.3,-1,-1,-1,144.5,-1,60,-1
-1,44.8,77.3,-1,-1,45.8,-1,-1,67.5,-1,-1,-1,153.7,-1,60.2,-1
-1,66.9,-1,-1,-1,75.7,-1,-1,-1,-1,-1,-1,165.3,-1,-1,-1
-1,67.3,87.8,-1,-1,72.5,-1,-1,97,-1,-1,-1,175.5,-1,111.6,-1
-1,69.6,130,-1,-1,-1,-1,88.9,154.6,-1,-1,-1,324.2,-1,116.9,-1
-1,96.8,144.6,-1,-1,121.6,-1,107.4,177.1,-1,-1,-1,211.4,-1,135.4,-1
-1,67.8,92.3,-1,-1,68.3,-1,66.7,119.6,-1,201.2,-1,153.1,-1,94.3,-1
-1,67.7,114.2,-1,-1,61.8,-1,70,119.5,-1,142.8,-1,315.6,-1,111.1,-1
-1,73.9,122.4,-1,-1,80.2,-1,93.9,152,-1,190.2,-1,276.6,-1,97.3,-1
-1,80.2,106.8,-1,-1,87.1,-1,78.3,150.2,-1,190.4,-1,256.5,-1,93.9,-1
-1,98,114.3,-1,-1,96.4,-1,94.5,194.5,-1,157.1,-1,377.3,-1,145.7,-1
-1,96.4,126.5,-1,-1,105.3,-1,96.6,264.6,-1,300.6,-1,380.5,-1,216.7,-1
-1,101.7,135.8,-1,-1,99.8,-1,96.9,271.2,-1,318.9,-1,291.6,-1,162.5,-1
-1,113.6,151.2,-1,-1,127.2,-1,111,237.5,277.7,252.2,-1,-1,-1,157.5,-1
-1,121,141.5,-1,-1,149,-1,110.9,241.3,296.1,449.5,-1,-1,-1,227.2,-1
-1,118.2,145.5,-1,-1,119.6,-1,115.5,330.6,329.2,464.2,-1,-1,-1,200.5,-1
-1,115.9,185,117.7,-1,132.5,-1,112.2,318.1,261.4,284.3,-1,-1,-1,280.8,-1
-1,126.6,153.3,-1,-1,153.2,-1,115.8,304.8,327.1,466,-1,-1,-1,252.8,-1
-1,-1,-1,-1,-1,151.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,157,178.5,-1,-1,176.3,-1,159.9,517.5,547.7,-1,-1,-1,-1,-1,-1
-1,164.2,-1,-1,-1,157.6,-1,-1,-1,558,573.1,-1,-1,-1,416.7,-1
-1,191,224,-1,-1,175,-1,194,737,771,798,-1,938,-1,421,-1
-1,222,307,-1,-1,262,-1,-1,730,810,1104,924,-1,-1,372,-1
-1,229,311,-1,-1,249,-1,208,711,872,-1,-1,912,-1,452,-1
-1,297,334,-1,-1,291,-1,287,907,910,854,-1,-1,-1,509,-1
-1,343,345,-1,-1,331,-1,-1,1280,1186,1164,-1,1066,-1,-1,-1
-1,349,379,-1,-1,348,-1,-1,857,1574,1637,-1,-1,-1,746,-1
-1,382,465,-1,-1,426,-1,-1,1319,1560,1255,-1,925,-1,-1,-1
-1,336,-1,405,-1,353,-1,-1,1830,1426,1288,-1,1111,-1,46,-1
-1,418,515,-1,-1,442,-1,-1,1653,1759,1764,-1,1433,-1,965,-1
-1,435,538,-1,-1,491,-1,-1,1282,1554,1697,-1,1021,-1,840,-1
817,-1,591,551,-1,569,-1,495,1335,1870,1252,-1,-1,-1,363,-1
787,-1,593,441,-1,519,-1,448,1428,1615,1215,-1,1039,-1,398,-1
785,-1,-1,403,-1,498,391,-1,-1,-1,1249,-1,-1,-1,-1,-1
782,-1,-1,488,-1,535,-1,664,-1,-1,2228,-1,-1,-1,-1,-1
798,-1,510,488,-1,488,-1,-1,-1,-1,1300,-1,1301,-1,1175,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3106,-1,-1,-1,1050,-1
-1,633,951,-1,-1,733,-1,-1,-1,-1,3106,-1,2305,-1,1038,-1
-1,-1,-1,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,959,-1,-1,-1,-1,894,-1,-1,3098,5499,2173,-1,-1,-1
-1,-1,996,-1,-1,-1,-1,-1,-1,-1,-1,-1,2244,-1,-1,-1
-1,915,1119,-1,-1,936,-1,-1,-1,-1,2831,3494,3262,-1,2804,-1
-1,1085,1146,-1,-1,1109,-1,-1,-1,-1,2699,-1,2996,-1,2883,-1
-1,1201,1254,-1,-1,1103,-1,1216,4210,-1,4457,7558,4322,-1,2956,-1
-1,1133,-1,-1,-1,1188,-1,1216,4315,-1,4302,7002,-1,-1,3042,-1
-1,-1,1610,-1,-1,-1,-1,1518,4315,-1,-1,-1,-1,-1,-1,-1
-1,73.2,116.5,-1,-1,-1,-1,-1,116.9,-1,-1,-1,-1,-1,83.8,-1
-1,76.7,83.9,-1,-1,-1,-1,-1,87.4,-1,-1,-1,-1,-1,132.5,-1
-1,47.6,76.7,-1,-1,-1,-1,-1,67.6,-1,-1,-1,-1,-1,90.8,-1
-1,47.1,74.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,-1
-1,44.3,-1,-1,-1,-1,-1,-1,79.9,-1,-1,-1,-1,-1,73.5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,135.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,61.5,95.8,-1,-1,-1,-1,-1,117.6,-1,-1,-1,-1,-1,108.4,-1
-1,57.3,119.4,-1,-1,-1,-1,-1,124.8,-1,-1,-1,-1,-1,116.3,-1
-1,76.9,109.8,-1,-1,-1,-1,-1,164.4,-1,-1,-1,-1,-1,122.1,-1
-1,75.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112.3,-1
-1,122,118.9,-1,-1,-1,-1,-1,208,-1,-1,-1,-1,-1,144,-1
-1,94.6,127.4,-1,-1,-1,-1,-1,262.7,-1,-1,-1,-1,-1,202.5,-1
-1,99.3,149.5,138.5,-1,-1,-1,118,276.7,394.7,-1,-1,-1,-1,216.8,-1
-1,113,182,100,-1,-1,-1,153.9,249.6,323.1,-1,-1,-1,-1,190.4,-1
-1,122.7,171.9,167,-1,-1,-1,148.1,294.4,490.6,-1,-1,-1,-1,325.7,-1
-1,114,145.3,142.9,-1,-1,-1,133.1,390.6,405.1,-1,-1,-1,-1,325.8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,325.8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,184,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,253,-1,150,-1,353,-1,-1,-1,-1,-1,-1,-1,-1,676,-1
-1,258,264,-1,-1,354,-1,-1,889,1022,-1,-1,827,-1,-1,-1
-1,285,378,-1,-1,383,-1,-1,1150,1147,-1,-1,-1,-1,500,-1
-1,358,386,354,-1,332,-1,-1,1054,1133,-1,-1,-1,-1,656,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,440,495,295,-1,478,-1,-1,1420,1329,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
941,-1,629,500,-1,639,-1,654,1437,1593,-1,-1,-1,-1,727,-1
907,-1,632,400,-1,582,-1,592,1537,1376,-1,-1,-1,-1,796,-1
905,-1,-1,365,-1,559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
901,-1,-1,442,-1,600,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
920,-1,-1,442,516,579,-1,-1,-1,-1,-1,-1,1459,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,65.2,120.2,-1,-1,60,-1,98.5,97.9,-1,-1,-1,151,-1,85.7,-1
-1,72.5,88.3,-1,-1,86.9,-1,66.5,82.7,-1,-1,-1,122.6,-1,153.8,-1
-1,50.1,74.8,-1,-1,53.3,-1,44,66.5,-1,-1,-1,110.8,-1,115.3,-1
-1,48.2,90.9,-1,-1,46.3,-1,59.8,87.3,-1,-1,-1,136,-1,73.9,-1
-1,51.3,77.6,-1,-1,45.8,-1,48.1,70.1,-1,-1,-1,148.8,-1,76.3,-1
-1,50.9,80.3,-1,-1,56.9,-1,58.1,86.7,-1,-1,-1,153.2,-1,82,-1
-1,61.4,-1,-1,-1,68.9,-1,66.3,-1,-1,-1,-1,183.5,-1,111.7,-1
-1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,297.3,-1,117.4,-1
-1,-1,-1,-1,-1,154.8,-1,-1,-1,-1,-1,-1,246.9,-1,125.6,-1
-1,-1,96.8,-1,-1,-1,-1,66.1,124.5,-1,-1,-1,138.6,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,85.2,-1,-1,-1,92.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,80.9,109.2,-1,-1,105.5,-1,77.5,169.2,-1,-1,-1,260.9,-1,121.8,-1
-1,101.9,130.6,-1,-1,110.3,-1,97.6,199.3,-1,-1,-1,-1,-1,-1,-1
-1,102.4,-1,-1,-1,74.2,-1,-1,-1,-1,-1,-1,413.6,-1,223,-1
-1,105.7,-1,-1,-1,121.7,-1,-1,-1,-1,-1,-1,348,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,150,-1,-1,-1,-1,-1,-1,295,-1,-1,391.9,-1,330.8,-1
-1,103.6,-1,-1,-1,-1,-1,-1,350,300,-1,-1,362.5,-1,337.5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334.2,-1
-1,-1,200,-1,-1,-1,-1,160,300,562.5,-1,-1,671.4,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,284,-1,-1,-1,-1,262,814,820,-1,-1,800,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,844,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,451,592,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1034,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,949,1077,-1,-1,948,-1,-1,4031,-1,-1,-1,-1,-1,2959,-1
-1,965,1164,-1,-1,966,-1,-1,3861,-1,-1,-1,3032,-1,3116,-1
-1,1251,-1,-1,-1,1031,-1,-1,-1,-1,-1,-1,-1,-1,3216,-1
-1,1255,-1,-1,-1,1188,-1,-1,-1,-1,-1,-1,-1,-1,3297,-1
-1,-1,1409,-1,-1,-1,-1,-1,5444,-1,-1,-1,3309,-1,3140,-1
-1,1300,-1,1510,-1,1450,-1,-1,-1,-1,-1,-1,-1,-1,3150,-1
-1,63.5,113.8,-1,-1,56.9,-1,86.4,100.8,-1,-1,-1,149.8,-1,-1,-1
-1,66.5,78,-1,-1,71.4,-1,48.5,73.5,-1,-1,-1,104.3,-1,-1,-1
-1,49.8,76.5,-1,-1,49.9,-1,50.4,68.4,-1,-1,-1,119.2,-1,-1,-1
-1,53,79.1,-1,-1,51.5,-1,53.1,70,-1,-1,-1,133.9,-1,-1,-1
